VENDORCODE,PART ABBREV.,Vendor Part Code,Manufacturer PART NUMBER,PART DESCRIPTION & DETAILS,COST,Unit/Qty,SUB CATEGORY,LAST PRICE UPDATE,SHELF QTY,Notes,ORDER QTY (MATT),TOTAL COST (MATT),ADD TO ORDER (MATT)
GLA,CR,3991188,D7PF3AA,CH Relay 3PDT 120VAC 15AMP/120V 11 BLADE 12AMP/277VAC,$12.57,ea.,,05/21/25,,,,$0.00,
GLA,CR,3630128,D7PAB,CH RELAY SOCKET 3PDT DIN PANEL MOUNT 11 BLADE SCREW,$7.28,ea.,,05/21/25,1,,,$0.00,
SHA,CR,,2900961,Phoenix Contact RIF-4-BPT/3X21,$9.12,ea,,07/29/25,,FACTORY STOCK,,$0.00,
GLA,CR,133236,RU4S-A110,"Idec Plug In Relay 4PDT 6A, 110V-120V Coil, Needs Socket",$9.00,ea.,,01/22/24,,,,$0.00,
GLA,CR,133242,RU4S-D24,"Idec Plug In Relay 4PDT 6A, 24VDC Coil, Needs Socket",$8.32,ea.,,08/14/25,,,,$0.00,
GLA,CR,133294,SY4S-05,Idec Din Mount Relay Socket,$7.39,ea.,,01/22/24,,,,$0.00,
GLA,CR,3755550,D7PF4AT1,CH Relay 4PDT 24VDC 15AMP/120V 14 BLADE 12AMP/277VAC,$15.01,ea.,,05/21/25,,,,$0.00,
GLA,CR,2534865,D7PF4AA,CH Relay 4PDT 120VAC 15AMP/120V 14 BLADE 12AMP/277VAC,$14.87,ea.,,01/22/24,,,,$0.00,
GLA,CR,2776783,D7PAD,CH Relay SOCKET 4PDT DIN PANEL MOUNT 14 BLADE SCREW,$7.82,ea.,,05/21/25,,,,$0.00,
GLA,CR,133152,RH2B-UAC110-120V,IDEC Relay 110/120VAC 10A DPDT,$8.42,ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,CR,133144,RH2B-UDC24V,IDEC Relay 24VDC 10A C10,$8.42,ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,CR,133274,SH2B-05,IDEC Socket Finger Safe C10,$5.26,ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,SSCR,3725377,RV8S-S-D24-D6,"6-12VDC Coil SSR, 24VDC Output 3.5A SPST",$21.05,ea.,SOLID STATE CONTROL RELAYS,09/11/24,,,,$0.00,
GLA,SSCR,3606821,RV8S-S-D24-D24,"24VDC Coil SSR, 24VDC Output 3.5A SPST",$34.72,ea.,,01/22/24,,,,$0.00,
GRY,SSCR,25808774,SSM1D26BD,"SSR 1 Channel 6A SSR, 1-60VDC Output, 4-32VDC ""Coil""",$30.30,ea.,,10/01/23,,,,$0.00,
,,,,,,ea.,,03/06/24,,,,$0.00,
GRY,SSR,,SSL1D03JD,Square D Slim 1 Channel 3.5A 1-24VDC 3-12VD SSR,$18.01,ea.,,12/04/23,,,,$0.00,
GRY,SSR,,SSLZRA1,SSL1 Relay Spring Socket 5-24VDC Input,$6.43,ea.,,12/04/23,,,,$0.00,
GRY,SSR,25804589,SSM1A130BD,Square D 30A SSR 24VDC Control (280V Max Output),$29.64,ea.,SOLID STATE RELAYS,11/12/21,,,,$0.00,
GRY,SSR,25804591,SSM1A145BD,Square D 45A SSR 24VDC Control (280V Max Output),$35.88,ea.,,11/12/21,,,,$0.00,
ADIR,SSR,,AD-SSR230-22-DCZ,Automation Direct 30A Solid State Relay,$63.00,ea.,,11/12/21,,,,$0.00,
ADIR,SSR,,AD-SSR665-45-DCZ,Automation Direct 65A Solid State Relay,$71.00,ea.,,,,,,$0.00,
GLA,SSR,2415515,RSCDN-30A,IDEC 30A Solid State Relay,$54.74,ea.,,09/11/24,18,,,$0.00,
GLA,SSR,2415516,RSCDN-45A,IDEC 45A Solid State Relay,$54.46,ea.,,01/22/24,,,,$0.00,
GLA,SSR,2162102,CMRD2455,"55A SSR DIN Mount, 24VDC Control, 280VAC",$83.11,ea.,,01/23/24,,,,$0.00,
GLA,SSR,2863226,D93275ACZ2,"EATON 75A Solid State Relay, 24-280VAC (Need Heat-Sink)",$59.01,ea.,,01/22/24,,,,$0.00,
GLA,SSR,,,Terminal lugs for SSR Above (D93275ACZ2),,ea.,,,,,,$0.00,
KDL,SSR,5738,700-SH25HZ25,"AB 25A SSR 24VDC Control, 42-530VAC (Need Heat-Sink)",$25.24,ea.,,10/01/23,,,,$0.00,
KDL,SSR,2601711,700-SH50HZ25,"AB 50A SSR 24VDC Control, 42-530VAC (Need Heat-Sink)",$37.62,ea.,,06/14/24,2,,,$0.00,
KDL,SSR,2565214,700-SH75HZ25,"AB 75A SSR 24VDC Control, 42-530VAC (Need Heat-Sink)",$48.28,ea.,,10/01/25,2,Torque: 20IN#,,$0.00,
KDL,SSR,2615316,700-SH100HZ25,"AB 100A SSR 24VDC Control, 42-530VAC (Need Heat-Sink)",$58.99,ea.,,,,,,$0.00,
KDL,SSR,3531522,700-SHTRMA,AB SS Relay Terminal Adapter (Fork Terminals) Needed for 8AWG-1AWG,$8.63,ea.,,06/13/25,2,Torque: 20IN#,,$0.00,
KDL,SSR,2571231,700-SN25,AB Heat Sink (DIN Mount) for 25A SSR,$23.93,ea.,,10/01/23,,,,$0.00,
KDL,SSR,2582477,700-SN50,AB Heat Sink (DIN Mount),$62.52,ea.,,10/01/25,3,,,$0.00,
KDL,SSR,2582448,700-SN50VHC,AB Heat Sink (DIN Mount) w/FAN (115VAC Fan),$96.00,ea.,,10/01/23,,,,$0.00,
KDL,SSR,2581999,700-SN50HC,AB Heat Sink (DIN Mount) w/FAN (24VDC Fan),$79.80,ea.,,10/01/25,1,,,$0.00,
GLA,TMR,3757039,LCT316-400,Dwyer Panel Mount Timer with Relay,$57.53,ea.,TIMER,01/22/24,,,,$0.00,
GRY,TMR,25559264,RE17RMMU,"Schneider Multi-Function DIN Mount Timing Relay, Universal Voltage, SPDT",$36.60,ea.,,06/15/22,,,,$0.00,
GRY,TMR,25559260,RE17RCMU,"Schneider Off Delay DIN Mount Timing Relay, Universal Voltage, SPDT",$30.71,ea.,,06/15/22,,,,$0.00,
GLA,TMR,2711865,TRL07,"Eaton Multi-Function DIN Mount Timing Relay, Universal Voltage, SPDT",$37.46,ea.,,05/21/25,,,,$0.00,
GRY,LMCR,25285915,RM35LM33MW,"SQ D Level Relay 24-250VAC/DC, 8A Max Output Current, 250 Ohm to 1 Mohm Range",$63.89,ea.,"LEVEL MONITORING 
CONTROL RELAYS",09/23/22,,,,$0.00,
GRY,LMCR,26077389,RM22LA32MR,"SQ D Level Relay 24-250VAC/DC, 8A Max Output Current, 250 Ohm to 1 Mohm Range",$88.45,ea.,,02/17/25,,,,$0.00,
GLA,STKLT,4132115,630.800.75,Terminal Element 24VAC/DC,$21.59,ea,STACK LIGHT,01/22/24,,,,$0.00,
GLA,STKLT,4146639,630.820.00,Apater for single hole mount,$12.33,ea,,01/22/24,,,,$0.00,
GLA,STKLT,4147170,634.130.75,Red 24VAC/DC,$43.01,ea,,01/22/24,,,,$0.00,
GLA,STKLT,4147171,634.230.75,GREEN 24VAC/DC,$43.01,ea,,01/22/24,,,,$0.00,
GLA,STKLT,4147172,634.330.75,YELLOW 24VAC/DC,$43.01,ea,,01/22/24,,,,$0.00,
GLA,PLC,3445949,FT1A-C12RA-B,"IDEC Smartaxis Touch 3.8"", 8 DI (2 can be AI) & 4RO",$315.79,ea.,IDEC PLC/HMI COMBO,09/11/24,,,,$0.00,
GLA,PLC,3460226,FT1A-C14SA-B,"IDEC Smartaxis Touch 3.8""",$368.42,ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,PLC,3573511,FC6A-C16R1CE,IDEC 16I/O 24VDC 9IN (Sink/Source) 7RO RS485 Ethernet (MAX 4 Modules before EXP Module!),$147.37,ea.,IDEC BASE PLCs,09/11/24,,,1,$147.37,
GLA,PLC,3574302,FC6A-C16P1CE,IDEC 16I/O 24VDC 9IN (Sink/Source) 7TO RS485 Ethernet (MAX 4 Modules before EXP Module!),$168.42,ea.,,09/11/24,,,,$0.00,
GLA,PLC,3574379,FC6A-C24R1CE,IDEC 24I/O 24VDC 14IN (Sink/Source) 10RO RS485 Ethernet,$236.84,ea.,,09/18/24,,,,$0.00,
GLA,PLC,3574383,FC6A-C24P1CE,IDEC 24I/O 24VDC 14IN (Sink/Source) 10TO RS485 Ethernet,$223.16,ea.,,09/11/24,,,,$0.00,
GLA,PLC,3600487,FC6A-C40R1CE,IDEC 40I/O 24VDC 24IN (Sink/Source) 16RO RS485 Ethernet,$326.32,ea.,,09/11/24,,,,$0.00,
GLA,PLC,3717558,FC6A-C40P1CE,IDEC 40I/O 24VDC 24IN (Sink/Source) 16TO RS485 Ethernet,$326.32,ea.,,09/11/24,,,,$0.00,
GLA,PLC,4535161,FT1A-B40RKA,SmartAXIS 40I/O 24IN CPU DC power,$221.94,ea.,SMARTAXIS PLC,09/11/24,,,,$0.00,
GLA,PLC,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,FC6A PLCs,~~~~~~~,,,,,,,#INVALID OPERATION,
GLA,PLC,3756069,FC6A-D16K1CEE,IDEC PLUS 16I/O 24VDC 8IN (Sink/Source) 8TO (Sink) RJ45 Ethernet,$240.00,ea.,"MICROSMART 
IDEC BASE PLCs",01/22/24,,,,$0.00,
GLA,PLC,3756075,FC6A-D16R1CEE,IDEC PLUS 16I/O 24VDC 8IN (Sink/Source) 8RO RJ45 Ethernet,$252.63,ea.,,09/11/24,,,,$0.00,
GLA,PLC,3756071,FC6A-D16P1CEE,IDEC PLUS 16I/O 24VDC 8IN (Sink/Source) 8TO (Source) RJ45 Ethernet,$252.63,ea.,,09/11/24,2,,,$0.00,
GLA,PLC,3968922,FC6A-D32K3CEE,3=MIL CONNECTOR! IDEC PLUS 32I/O 24VDC 16IN (Sink/Source) 8TO (Sink) RJ45 Ethernet,$265.00,ea.,,01/22/24,,,,$0.00,
GLA,PLC,3756077,FC6A-D32P3CEE,3=MIL CONNECTOR! IDEC PLUS 32I/O 24VDC 16IN (Sink/Source) 8TO (Source) RJ45 Ethernet,$278.95,ea.,,09/11/24,,,,$0.00,
GLA,PLC,4545812,FC6A-EXM1M,IDEC MicroSmart EXP. Interface Master Module,$108.57,ea.,"MICROSMART 
EXPANSION MODULES",09/11/24,,,,$0.00,
GLA,PLC,4545813,FC6A-EXM1S,IDEC MicroSmart EXP. Interface Slave Module,$108.57,ea.,,09/11/24,,,,$0.00,
GLA,PLC,3574350,FC6A-J2C1,IDEC 2pt (-)10-10VDC / 4-20mA 16Bit,$150.00,ea.,IDEC ANALOG MODULES,01/23/24,,,,$0.00,
GLA,PLC,3574347,FC6A-J4A1,IDEC 4pt (-)10-10VDC / 4-20mA 12Bit,$205.26,ea.,,09/11/24,,,,$0.00,
GLA,PLC,3574314,FC6A-J8A1,IDEC 8pt 0-10V / 4-20mA Analog Input 12 Bit,$147.37,ea.,,09/11/24,,,1,$147.37,
GLA,PLC,3574352,FC6A-L06A1,IDEC 4pt IN / 2pt OUT (-)10-10VDC / 4-20mA 12Bit,$273.68,ea.,,09/11/24,,,,$0.00,
GLA,PLC,,FC6A-J2C1,IDEC 2pt 0-10VDC/-10 to 10VDC/0/4-20mA/Thermocouple/RTD 16 Bit,$157.89,ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,PLC,3574361,FC6A-J4CN1,IDEC 4pt 0-10VDC/-10 to 10VDC/0/4-20mA/Thermocouple/RTD 16 Bit,$164.21,ea.,,09/11/24,,,,$0.00,
GLA,PLC,4489224,FC6A-J4CN4,IDEC 4pt 0-10VDC/-10 to 10VDC/0/4-20mA/Thermocouple/RTD 16 Bit,$172.38,,,09/11/24,,,,$0.00,
GLA,PLC,3574363,FC6A-J8CU1,IDEC 8pt Thermocouple / Thermistor 15 Bit,$200.00,ea.,,09/11/24,1,,,$0.00,
GLA,PLC,3574360,FC6A-L03CN1,IDEC 2pt IN (-)10-10VDC / 4-20mA / RTD / TC  /  1pt OUT (-)10-10VDC / 4-20mA,$205.26,ea.,,09/11/24,,,,$0.00,
GLA,PLC,,FC6A-L06A1,"IDEC Analog Module, -10 to 10VDC/4-20mA",$273.68,ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,PLC,3574323,FC6A-K4A1,"IDEC 4pt Analog Output Module, 0-10V/4-20mA 12-Bit",$173.68,ea.,,09/11/24,,,,$0.00,
GLA,PLC,4533489,FC6A-SIF2,IDEC RS232C RS484 Exp Module,$182.08,ea.,,01/22/24,,,,$0.00,
GLA,PLC,4856315,FT2J-7U22KAF,"FT2J-7U22KAF-B  7"" PLC+HMI 22IO Trans. Sink",$656.25,ea.,,09/11/24,,,,$0.00,
GLA,PLC,4834579,FT2J-7U22RAF-B,"FT2J-7U22RAF-B  7"" PLC+HMI 22IO Relay",$656.25,ea.,,09/11/24,,,,$0.00,
GLA,PLC,4856316,FT2J-7U22SAF-B,"FT2J-7U22SAF-B  7"" PLC+HMI 22IO Trans. Source",$656.25,ea.,,09/11/24,,,,$0.00,
GLA,PLC,,,FC6A-PJ2A  2pt 0-10V 4-20mA Analog inpu,$90.00,ea.,,03/28/24,,,,$0.00,
GRY,PLC,25666532,TM3AQ4,"Modicon 4pt Analog Output Module, 0-10V/4-20mA 12-Bit",$160.00,ea.,SQUARE D MODULES,03/22/22,,,,$0.00,
GRY,PLC,,TM3DQ8T,"Modicon 8pt Transistor Output Module, Source",,,,,,,,$0.00,
GLA,PLC,3584298,FC6A-N08B1,IDEC 8pt 24VDC Sink/Source Digital Input,$63.16,ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,PLC,3584300,FC6A-N16B1,IDEC 16pt 24VDC Sink/Source Digital Input,$110.53,ea.,DIGITAL INPUT MOD.,09/11/24,,,,$0.00,
GLA,PLC,3651575,FC6A-R081,IDEC 8pt Relay Output,$82.11,ea.,DIGITAL OUTPUT MODULES,09/11/24,,,1,$82.11,
GLA,PLC,3615677,FC6A-R161,IDEC 16pt Relay Output,$107.11,ea.,,09/11/24,,,,$0.00,
GLA,PLC,3676286,FC6A-T08P1,IDEC 8pt Transistor Output,$128.09,ea.,,01/22/24,,,,$0.00,
GLA,PLC,3724618,FC6A-T16P1,IDEC 16pt Transistor Output,$152.63,ea.,,09/11/24,,,,$0.00,
GLA,PLC,4642438,FC6A-EXM24,"IDEC Expansion Module, Push in terminals (Needed for > 7 Modules C24 & C40 & D16, > 4 Modules C16)",$157.89,ea.,EXPANSION MODULE,09/11/24,,,,$0.00,
GLA,PLC,3724619,FC6A-EXM2,"IDEC Expansion Module (Needed for > 7 Modules C24 & C40 & D16, > 4 Modules C16)",$157.89,ea.,EXPANSION MODULE,09/11/24,,,,$0.00,
GLA,PLC,3601541,FC6A-PC3,RS485 Comm Expansion (1D),$45.29,ea.,COMM CARTRIDGE,09/11/24,,,,$0.00,
GLA,PLC,3552278,FC6A-PJ2A,IDEC 2pt 0-10V / 4-20mA Analog Input 12 Bit,$94.74,ea.,ANALOG CARTRIDGE,09/11/24,,,,$0.00,
GLA,PLC,3599298,FC6A-PJ2CP,IDEC 2pt Thermocouple / RTD Analog Input 12 Bit,$89.47,ea.,,09/11/24,,,,$0.00,
GLA,HMI,3623203,HG1G-4VT22TF-B,"IDEC 4.3"" 65K Color HMI 12-24VDC",$189.47,ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,HMI,3623204,HG1G-4VT22TF-S,"IDEC 4.3"" 65K Color HMI 12-24VDC",$210.53,ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,HMI,3970344,HG2G-V5FT22TF-B,IDEC 5.7 65K Color 640X480 Resolution 24VDC,$600.00,ea.,IDEC HMI TOUCHSCREENS,09/11/24,1,,,$0.00,
GLA,HMI,3434843,HG2G-5FT22TF-B,"IDEC 5.7"" 65K Color 24VDC (Black Bezel)",$747.37,ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,HMI,3970345,HG3G-V8XT22MF-B,IDEC 8.4 65K Color 1024X768 Resolution 24VDC,$863.16,ea.,,09/11/24,,,,$0.00,
GLA,HMI,3271141,HG3G-8JT22MF-B,"IDEC 8.4"" 65K Color 24VDC (Black Bezel)","$1,000.00",ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,HMI,3970347,HG4G-VCXT22MF-B,IDEC 12.1 65K Color 1024X768 Resolution 24VDC,"$1,142.11",ea.,,09/11/24,,,1,"$1,142.11",
GLA,HMI,3463875,HG4G-CJT22MF-B,IDEC 12.1 65K Color (Black Bezel),"$1,189.47",ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,HMI,3970062,HG5G-VFXT22MF-B,IDEC 15.0 65K Color 1024X768 Resolution 24VDC,"$1,500.00",ea.,,09/11/24,,,,$0.00,
GLA,HMI,4547198,HG2J-7UT22TF-B,IDEC 7.0 PCAP TFT COLOR HMI,$642.11,ea.,,09/11/24,,,,$0.00,
GLA,HMI,4559851,HG3G-VAXT22MF-W,IDEC 10.4 65K Color HMI (White Bezel),"$1,161.65",ea.,WHITE BEZEL,09/11/24,,,,$0.00,
GLA,HMI,3540426,HG3G-AJT22MF-B,IDEC 10.4 65k Color HMI (Black Bezel),"$1,137.61",ea.,BLACK BEZEL,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,HMI,3568014,HG3G-AJT22TF-B,IDEC 10.4 65k Color,"$1,105.26",ea.,,09/11/24,,ADDED 9/11 FROM GLA PRICE UPDATE -RJ,,$0.00,
GLA,HMI,4930249,FT1J-4F12RAG-B,"IDEC 4.3"" PLC+HMI 12IO Relay",$512.99,ea.,,10/24/25,,FACTORY STOCK -> 10-14 DAYS,,$0.00,
GLA,HMI,4834579,FT2J-7U22RAF-B,"IDEC 7"" PLC+HMI 22IO Relay",$656.25,ea.,,10/24/25,,FACTORY STOCK -> 10-14 DAYS,,$0.00,
GLA,ETH,3760839,SX5E-HU055B,"IDEC Unmanaged Ethernet Switch, 5-Port, 24VDC",$78.95,ea.,UNMANAGED ETHERNET SWITCHES,09/11/24,,,,$0.00,
GLA,ETH,3479391,TUR U2-22253,RJ45 Panel Mount w/ IP67 Cap,$36.01,ea.,,01/22/24,,*USED ON CA23071901BHCB - Crawford-Lucky Monk*,,$0.00,
KDL,ETH,3378863,1783-US16T,"AB Stratix 2000 Unmanaged Switch, 16 Ports",$698.22,ea.,,10/01/23,,,,$0.00,
SHA,ETH,1085039,FL SWITCH 1005N,"Phoenix Contact 1085039 Unmanaged Ethernet Switch, 5-Port, 24VDC",$74.88,ea.,,07/11/25,,,1,$74.88,
SHA,ETH,1085256,FL SWITCH 1008N,"Phoenix Contact 1085256 Unmanaged Ethernet Switch, 8-Port, 24VDC",$120.95,ea.,,10/24/24,,,,$0.00,
SHA,ETH,1085243,FL SWITCH 1108N,"Phoenix Contact 1085243 Unmanaged Ethernet Switch, 8 Port",$189.80,ea.,,07/29/25,,,,$0.00,
SHA,ETH,1085255,FL SWITCH 1016N,"Phoenix Contact 1085255 Unmanaged Ethernet Switch, 16 Port",$225.33,ea.,,07/11/25,1,,,$0.00,
GLA,ETH,2619508,708FX2-SC,"8 Port Managed Ethernet Switch, SIX 10/100BASETX","$1,022.00",ea.,,09/03/24,,,,$0.00,
KDL,VPN,3438954,EC61330,EWON Cosy Ethernet Remote Access Router,$758.00,ea.,VPN ACCESS ROUTERS,10/01/23,,175 In stock going to EC71330_00MA,,$0.00,
KDL,VPN,4358311,EC71330,EWON Cosy Ethernet 4 Wired WAN/LAN,$908.00,ea.,,10/01/25,,,,$0.00,
GRY,VPN,26639444,1357828,Phoenix mGuard VPN Device,$701.77,ea.,,05/29/25,1,,,$0.00,
SHA,VPN,1357828,1357828,Phoenix mGuard VPN Device,$686.67,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
KDL,PLC,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,Allen Bradley PLCs,~~~~~~~,,,,,,,#INVALID OPERATION,
KDL,PLC,3579608,5069-L320ER,"AB Compact Logix 5380 PLC, 2MB 16I/O, 40 nodes, Standard","$3,631.66",ea.,AB 5380 PLC      COMPONENTS,10/01/25,,,,$0.00,
KDL,PLC,3605882,5069-L310ER,"AB Compact Logix 5380 PLC, 1MB 16I/O, 24 nodes, Standard","$2,577.25",ea.,,10/01/25,,,,$0.00,
KDL,PLC,3543897,5069-RTB64-SCREW,AB Cpmact I/O Power Terminal RTB Kit for 4&6 Pin Spring Type,$34.16,ea.,,10/01/25,,,,$0.00,
KDL,PLC,3540341,5069-IB16,AB DC Input Module,$272.14,ea.,,10/01/25,,,,$0.00,
KDL,PLC,3540350,5069-OB16,AB DC Output Module,$351.80,ea.,,10/01/25,,,,$0.00,
KDL,PLC,3540355,5069-IF8,AB Analog Input Module,$897.11,ea.,,10/01/25,,,,$0.00,
KDL,PLC,3542540,5069-OF8,AB Analog Output Module,"$1,572.78",ea.,,10/01/25,,,,$0.00,
KDL,PLC,3542585,5069-RTB18-Screw,Compact I/O 18 Pins Screw Type Terminal Block,$63.95,ea.,,10/01/25,,,,$0.00,
KDL,PLC,3633741,5069-ECR,AB 5069 END CAP,$29.33,ea.,,10/01/25,,,,$0.00,
KDL,PLC,4158922,1784-SDHC32,High Cap Secure Digital Card 32GB,$111.69,ea.,,10/01/23,,,,$0.00,
KDL,PLC,2935837,2080-LC50-24QWB,AB Micro850 24 I/O (14 I 10 O) Ethernet IP Controller,$753.82,ea.,AB 850 PLC      COMPONENTS,02/19/25,,,,$0.00,
KDL,PLC,2938241,2080-LC50-48QWB,AB Micro850 48 I/O (28 I 20 O) Ethernet IP Controller,$758.51,ea.,,06/14/24,,,,$0.00,
KDL,PLC,2943570,2085-IF4,AB Micro800 4PT Analog Input Module,$306.40,ea.,,06/13/25,2,,,$0.00,
KDL,PLC,2938245,2085-IF8,AB Micro800 8PT Analog Input Module,$466.88,ea.,,06/13/25,,,,$0.00,
KDL,PLC,2963143,2085-OW8,AB Micro800 8PT Relay Ouput Module,$121.53,ea.,,10/01/23,,,,$0.00,
KDL,PLC,2938244,2085-OW16,"AB Micro800 16PT Relay Output Module, 2A",$229.33,ea.,,06/13/25,,,,$0.00,
KDL,PLC,2938249,2085-ECR,AB Micro800 Expansion Module End Cap,$21.94,ea.,,06/13/25,1,,,$0.00,
KDL,PLC,2938243,2085-IQ16,"AB Micro800 16pt Digital Input, 12/24VDC, Sink/Source",$189.76,ea.,,10/01/23,,,,$0.00,
KDL,PLC,2945502,2080-IQ4OB4,"AB Mcro800 8pt Combo, 4 DI, 4 RO",$142.72,ea.,,06/13/25,,,,$0.00,
KDL,PLC,2938248,2085-IRT4,AB Micro800 4pt RTD & TC Input,$457.44,ea.,,06/13/25,,,,$0.00,
KDL,PLC,2877153,1769-L30ER,AB Compact Logix PLC 1MB,"$1,679.33",ea.,AB 1769-L30 PLC      COMPONENTS,10/01/23,,,,$0.00,
KDL,PLC,14425,1769-IF4,AB Compact Logix 4IN Analog Input,$473.46,ea.,,10/01/23,,,,$0.00,
KDL,PLC,14428,1769-IQ16,AB Compact Logix 16 IN 24VDC Sink/Source,$232.70,ea.,,10/01/23,,,,$0.00,
KDL,PLC,14440,1769-OW8,AB Compact Logix 8 OUT AC/DC Relay MOD,$210.96,ea.,,10/01/23,,,,$0.00,
KDL,PLC,2636651,1769-IF16C,AB 16 Channel Analog Input Module,"$1,567.23",ea.,,10/01/23,,,,$0.00,
KDL,PLC,14439,1769-OW16,AB 16 PT AC/DC Relay Output,$579.04,ea.,,06/14/24,,,,$0.00,
KDL,PLC,2146375,1769-OF8C,AB 8 Channel Analog Current Output Module,"$2,013.38",ea.,,10/01/23,,,,$0.00,
KDL,PLC,2036196,1769-IQ32,AB 1769 32 Point 24VDC Input Module,$581.14,ea.,,10/01/23,,,,$0.00,
KDL,HMI,3765473,2713P-T12WD1,"AB Panelview 5310 12"" HMI","$2,748.38",ea.,,10/01/25,,,,$0.00,
KDL,HMI,3395442,2711P-T10C21D8S,"AB Panelview Plus 7 10"" HMI","$2,465.32",ea.,,10/01/23,,,,$0.00,
KDL,HMI,3443294,2711R-T7T,"AB Panelview 800 7"" HMI","$1,191.14",ea.,,06/13/25,,,,$0.00,
KDL,HMI,3469975,2711R-T10T,"AB Panelview 800 10.4"" HMI","$2,361.23",ea.,,06/13/25,,,,$0.00,
KDL,HMI,3416337,2711P-T6C21D8S,AB Panelview Plus 7 Graphic Terminal,"$1,677.87",ea.,,10/01/23,,,,$0.00,
GLA,DIN,3602313,PXU10020,"Red Lion 1/16 DIN, Relay Out, TC/RTD, Analog In, 120VAC, 1RLY Out",$140.53,ea.,RED LION Advanced STC,05/14/25,,,,$0.00,
GLA,DIN,3835250,PXU200C0,"Red Lion 1/8 DIN Vertical PID Controller, SSR, 24VDC, 1RLY Out",$160.73,ea.,RED LION PXUs,05/14/25,,,,$0.00,
GLA,DIN,3756876,PXU100C0,"Red Lion 1/8 DIN Vertical PID Controller, 24VDC, 1RLY Out",$160.73,ea.,,05/14/25,,,,$0.00,
GLA,DIN,3770771,PXU10030,"Red Lion 1/8 DIN Vertical PID Controller, 120VAC 1 RLY Out",$155.46,ea.,,05/14/25,3,,,$0.00,
GLA,DIN,3756875,PXU11AC0,"Red Lion 1/8 DIN Vertial PID Controller, 24VDC, 2RLY Out",$143.04,ea.,,01/22/24,,,,$0.00,
GLA,DIN,3610083,PXU11AE0,"Red Lion 1/4 DIN PID Controller, 24VDC, 2RLY Out",$218.00,ea.,,01/22/24,,,,$0.00,
GLA,DIN,4132581,PXU31AC0,"1/8 DIN Vertical, 4-20mA Linear Output, RTD or TC, 24VDC",$187.08,ea.,,05/14/25,,,,$0.00,
GLA,DIN,3844093,PXU21AC0,"1/8 DIN Vertical, SS, RLY, 485, USR, DC",$143.39,ea.,,01/22/24,,,,$0.00,
GLA,DIN,3956288,PXU21BC0,"1/8 DIN Vertical, SS Output DC Power RS-485",$160.35,ea.,,01/22/24,,,,$0.00,
RICE,SCT,129393,SCT-10AN,"""12-24VDC, Analog Output, and RS-485/232 Serial Port, DIN Mount",$356.25,ea.,RICE LAKE LOADCELL TRANSMITTER,07/19/22,,,,$0.00,
RICE,SCT,,,,,,,,,,,$0.00,
RICE,SCT,202104,SCT-2200-AN,,,,,,,,,$0.00,
WMS,SCT,TLS,TLS Indicator,"""12-24VDC, Analog Output, and RS-485/232 Serial Port, DIN Mount",$265.00,ea.,TLS LOADCELL TRANSMITTER,,,,,$0.00,
WMS,SCT,TLS,CASTLTASTGUA,Loadcell Indicator Enclosure,$165.00,ea.,,04/23/25,,,,$0.00,
KDL,MODIP,3671816,HMS-EN2MB-R,HMS Networks ENET IP to Modbus TCP Linking Device,"$1,005.83",ea.,Modbus/Ethernet IP Converter,10/01/23,,,,$0.00,
KDL,MODIP,3902367,460PSMS-NNA1-D,Realtime Gateway Profinet <--> Modbus TCP/IP,$859.87,ea,,06/13/25,,,,$0.00,
KDL,MODIP,3870700,460ET-CMS-N2E-D,Realtime Modbus TCP; N2E Platform,$977.36,ea,,06/13/25,,,,$0.00,
GLA,MMP,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,EATON XT Series (MMP & MMP COMPONENTS),~~~~~~~,,,,,,,#INVALID OPERATION,
